0.000000	0.234578
0.002500	0.234516
0.005000	0.234428
0.007500	0.234312
0.010000	0.234169
0.012500	0.233998
0.015000	0.233785
0.017500	0.233550
0.020000	0.233299
0.022500	0.233037
0.025000	0.232770
0.027500	0.232499
0.030000	0.232228
0.032500	0.231957
0.035000	0.231688
0.037500	0.231420
0.040000	0.231153
0.042500	0.230887
0.045000	0.230621
0.047500	0.230357
0.050000	0.230095
0.052500	0.229835
0.055000	0.229577
0.057500	0.229323
0.060000	0.229073
0.062500	0.228827
0.065000	0.228583
0.067500	0.228343
0.070000	0.228103
0.072500	0.227864
0.075000	0.227623
0.077500	0.227381
0.080000	0.227137
0.082500	0.226891
0.085000	0.226642
0.087500	0.226393
0.090000	0.226145
0.092500	0.225898
0.095000	0.225654
0.097500	0.225413
0.100000	0.225177
0.102500	0.224944
0.105000	0.224715
0.107500	0.224488
0.110000	0.224261
0.112500	0.224033
0.115000	0.223804
0.117500	0.223571
0.120000	0.223336
0.122500	0.223097
0.125000	0.222856
0.127500	0.222614
0.130000	0.222373
0.132500	0.222134
0.135000	0.221897
0.137500	0.221665
0.140000	0.221437
0.142500	0.221213
0.145000	0.220992
0.147500	0.220773
0.150000	0.220554
0.152500	0.220333
0.155000	0.220109
0.157500	0.219881
0.160000	0.219649
0.162500	0.219414
0.165000	0.219176
0.167500	0.218938
0.170000	0.218700
0.172500	0.218465
0.175000	0.218234
0.177500	0.218007
0.180000	0.217785
0.182500	0.217568
0.185000	0.217353
0.187500	0.217139
0.190000	0.216924
0.192500	0.216707
0.195000	0.216486
0.197500	0.216259
0.200000	0.216028
0.202500	0.215794
0.205000	0.215556
0.207500	0.215318
0.210000	0.215082
0.212500	0.214849
0.215000	0.214621
0.217500	0.214398
0.220000	0.214181
0.222500	0.213968
0.225000	0.213758
0.227500	0.213549
0.230000	0.213337
0.232500	0.213122
0.235000	0.212901
0.237500	0.212674
0.240000	0.212441
0.242500	0.212203
0.245000	0.211963
0.247500	0.211723
0.250000	0.211486
0.252500	0.211253
0.255000	0.211027
0.257500	0.210808
0.260000	0.210596
0.262500	0.210388
0.265000	0.210182
0.267500	0.209976
0.270000	0.209767
0.272500	0.209552
0.275000	0.209329
0.277500	0.209098
0.280000	0.208859
0.282500	0.208616
0.285000	0.208370
0.287500	0.208125
0.290000	0.207884
0.292500	0.207651
0.295000	0.207426
0.297500	0.207211
0.300000	0.207003
0.302500	0.206802
0.305000	0.206602
0.307500	0.206400
0.310000	0.206192
0.312500	0.205975
0.315000	0.205747
0.317500	0.205507
0.320000	0.205258
0.322500	0.205002
0.325000	0.204745
0.327500	0.204490
0.330000	0.204244
0.332500	0.204008
0.335000	0.203786
0.337500	0.203577
0.340000	0.203379
0.342500	0.203188
0.345000	0.202997
0.347500	0.202801
0.350000	0.202594
0.352500	0.202372
0.355000	0.202132
0.357500	0.201875
0.360000	0.201604
0.362500	0.201326
0.365000	0.201046
0.367500	0.200774
0.370000	0.200517
0.372500	0.200280
0.375000	0.200066
0.377500	0.199873
0.380000	0.199696
0.382500	0.199527
0.385000	0.199357
0.387500	0.199173
0.390000	0.198967
0.392500	0.198731
0.395000	0.198463
0.397500	0.198164
0.400000	0.197843
0.402500	0.197511
0.405000	0.197183
0.407500	0.196876
0.410000	0.196602
0.412500	0.196373
0.415000	0.196192
0.417500	0.196053
0.420000	0.195946
0.422500	0.195849
0.425000	0.195739
0.427500	0.195590
0.430000	0.195346
0.432500	0.195051
0.435000	0.194705
0.437500	0.194310
0.440000	0.193863
0.500000	0.188698
0.500000	-0.314767
0.560000	-0.319110
0.562500	-0.319660
0.565000	-0.320129
0.567500	-0.320517
0.570000	-0.320823
0.572500	-0.321048
0.575000	-0.321118
0.577500	-0.321124
0.580000	-0.321110
0.582500	-0.321115
0.585000	-0.321170
0.587500	-0.321296
0.590000	-0.321501
0.592500	-0.321778
0.595000	-0.322111
0.597500	-0.322477
0.600000	-0.322851
0.602500	-0.323208
0.605000	-0.323528
0.607500	-0.323799
0.610000	-0.324017
0.612500	-0.324187
0.615000	-0.324321
0.617500	-0.324434
0.620000	-0.324544
0.622500	-0.324668
0.625000	-0.324819
0.627500	-0.325006
0.630000	-0.325229
0.632500	-0.325485
0.635000	-0.325765
0.637500	-0.326058
0.640000	-0.326350
0.642500	-0.326630
0.645000	-0.326887
0.647500	-0.327116
0.650000	-0.327317
0.652500	-0.327493
0.655000	-0.327652
0.657500	-0.327802
0.660000	-0.327953
0.662500	-0.328116
0.665000	-0.328297
0.667500	-0.328499
0.670000	-0.328723
0.672500	-0.328966
0.675000	-0.329221
0.677500	-0.329482
0.680000	-0.329739
0.682500	-0.329986
0.685000	-0.330218
0.687500	-0.330431
0.690000	-0.330627
0.692500	-0.330807
0.695000	-0.330978
0.697500	-0.331145
0.700000	-0.331316
0.702500	-0.331496
0.705000	-0.331689
0.707500	-0.331897
0.710000	-0.332120
0.712500	-0.332355
0.715000	-0.332597
0.717500	-0.332840
0.720000	-0.333080
0.722500	-0.333311
0.725000	-0.333530
0.727500	-0.333736
0.730000	-0.333930
0.732500	-0.334114
0.735000	-0.334293
0.737500	-0.334471
0.740000	-0.334652
0.742500	-0.334842
0.745000	-0.335042
0.747500	-0.335254
0.750000	-0.335476
0.752500	-0.335706
0.755000	-0.335940
0.757500	-0.336175
0.760000	-0.336405
0.762500	-0.336628
0.765000	-0.336841
0.767500	-0.337044
0.770000	-0.337238
0.772500	-0.337426
0.775000	-0.337611
0.777500	-0.337796
0.780000	-0.337985
0.782500	-0.338182
0.785000	-0.338388
0.787500	-0.338603
0.790000	-0.338825
0.792500	-0.339053
0.795000	-0.339284
0.797500	-0.339514
0.800000	-0.339739
0.802500	-0.339958
0.805000	-0.340169
0.807500	-0.340372
0.810000	-0.340568
0.812500	-0.340760
0.815000	-0.340951
0.817500	-0.341143
0.820000	-0.341339
0.822500	-0.341543
0.825000	-0.341754
0.827500	-0.341972
0.830000	-0.342197
0.832500	-0.342426
0.835000	-0.342656
0.837500	-0.342884
0.840000	-0.343109
0.842500	-0.343327
0.845000	-0.343539
0.847500	-0.343744
0.850000	-0.343944
0.852500	-0.344141
0.855000	-0.344338
0.857500	-0.344538
0.860000	-0.344742
0.862500	-0.344953
0.865000	-0.345170
0.867500	-0.345394
0.870000	-0.345623
0.872500	-0.345855
0.875000	-0.346088
0.877500	-0.346318
0.880000	-0.346545
0.882500	-0.346766
0.885000	-0.346981
0.887500	-0.347192
0.890000	-0.347398
0.892500	-0.347604
0.895000	-0.347810
0.897500	-0.348019
0.900000	-0.348232
0.902500	-0.348452
0.905000	-0.348679
0.907500	-0.348911
0.910000	-0.349147
0.912500	-0.349386
0.915000	-0.349625
0.917500	-0.349862
0.920000	-0.350095
0.922500	-0.350324
0.925000	-0.350549
0.927500	-0.350770
0.930000	-0.350988
0.932500	-0.351206
0.935000	-0.351426
0.937500	-0.351649
0.940000	-0.351878
0.942500	-0.352113
0.945000	-0.352353
0.947500	-0.352599
0.950000	-0.352849
0.952500	-0.353101
0.955000	-0.353354
0.957500	-0.353607
0.960000	-0.353859
0.962500	-0.354110
0.965000	-0.354360
0.967500	-0.354609
0.970000	-0.354858
0.972500	-0.355108
0.975000	-0.355358
0.977500	-0.355607
0.980000	-0.355852
0.982500	-0.356090
0.985000	-0.356315
0.987500	-0.356521
0.990000	-0.356686
0.992500	-0.356826
0.995000	-0.356941
0.997500	-0.357031
1.000000	-0.357095
